date|event
1893-02-21|Alejandro Watson Hutton funda en Buenos Aires el primer antecedente de la actual Asociación del Fútbol Argentino (AFA)
1915-02-21|Nace el pintor expresionista porteño Leopoldo Presas
1984-02-21|Es detenido el ex presidente de facto Leopoldo Galtieri, al que se pone a disposición de las fuerzas armadas
1811-02-22|Fallece en Buenos Aires el sacerdote Manuel Alberti, miembro de la Primera Junta de Gobierno
1880-02-22|Nace la historiadora, pedagoga y periodista Ada María Elflein, autora de un volumen histórico sobre Leyendas argentinas
1904-02-22|Se finaliza el asentamiento del observatorio científico de la isla Laurie, en las Orcadas del Sur, el primer intento argentino de obtener soberanía sobre el territorio antártico; se conmemora en el día de la Antártida Argentina
1967-02-22|Se inaugura la base Petrel en la antártica isla Dundee
1984-02-22|El Congreso de la Nación Argentina deroga la ley 18.019, que había creado el Ente de Calificación Cinematográfica, encargado de la censura del material fílmico
1987-02-22|Entra en vigor la Ley de Punto Final, promovida por el gobierno de Raúl Alfonsín para dar fin a la inquietud provocada por el Juicio a las Juntas
1807-02-23|Nace el político y periodista porteño Florencio Varela, que combatirá a Juan Manuel de Rosas desde las páginas de El Correo del Plata, y moriría exiliado en Montevideo a los 40 años
1820-02-23|Las provincias de Buenos Aires, Santa Fe y Entre Ríos suscriben el Tratado del Pilar, a instancias de Manuel de Sarratea, Francisco Ramírez y Estanislao López respectivamente; el tratado dispone el cese de las hostilidades y convoca a un congreso constituyente para organizar las provincias de acuerdo con el sistema federal. Es uno de los "pactos preexistentes" a los que alude en su Preámbulo la Constitución Nacional de 1853
1886-02-23|Nace el pintor porteño Antonio Alice, autor de corte académico que representó pictóricamente momentos históricos del desarrollo nacional
1907-02-23|Nace el futbolista porteño Roberto Eugenio Cabecita de Oro Cherro, que descollaría en Boca Juniors convirtiendo 100 goles en 173 partidos, y obteniendo el campeonato nacional en 1931, 1934 y 1935
1927-02-23|Nacen en Villa Cañás las gemelas Mirtha y Silvia Legrand
1958-02-23|El candidato radical Arturo Frondizi gana las elecciones presidenciales
1962-02-23|Durante un discurso en Berisso, fallece en el estrado el candidato radical a gobernador, Crisólogo Larralde
1827-02-24|La escuadra al mando del almirante Guillermo Brown derrota a la flota brasileña cerca de Buenos Aires
1903-02-24|Nace el pintor porteño Marcos Tiglio
1946-02-24|Juan Domingo Perón accede a su primer mandato presidencial al ganar las elecciones con el 52% sobre la fórmula Tamborini-Mosca. Ese día proclama los Derechos del Trabajador desde el teatro Colón.
1778-02-25|Nace en la Reducción de Yapeyú el militar argentino José de San Martín, llamado el Libertador por haber comandado las acciones más importantes de la Guerra de Independencia Hispanoamericana en el sur del continente. Moriría exiliado en Boulogne-sur-Mer (Francia) en 1850
1878-02-25|Fallece el escritor, jurista y político Juan María Gutiérrez, uno de los miembros de la Asociación de Mayo, redactor de la Constitución Argentina de 1853, y rector de la Universidad de Buenos Aires.
1950-02-25|Nace Néstor Kirchner, político y ex-presidente de Argentina.
1951-02-25|Se da inicio en Buenos Aires a los primeros Juegos Panamericanos
1980-02-25|Se funda, unificando instituciones preexistente, la Universidad Nacional de la Patagonia San Juan Bosco
2005-02-25|Muere el bluesman y rockero porteño Norberto Pappo Napolitano
1894-02-26|Nace el filósofo cordobés Carlos Astrada, que estudiaría en las universidades de Colonia y Freiburg como discípulo de Martin Heidegger. Escribiría una obra fuertemente influida por éste tocando temas nacionales: "El mito gaucho", "Martín Fierro y el hombre argentino", etc.
1951-02-26|Fallece el pintor porteño Fortunato Lacámera, oriundo del barrio de La Boca.
1807-02-27|El marino Alejandro Malaspina informa a las autoridades del Virreinato del Río de la Plata de los resultados del reconocimiento de Tierra del Fuego y la costa patagónica
1812-02-27|Al frente del Ejército del Norte, el general Manuel Belgrano iza por primera vez una enseña nacional, con los colores celeste y blanco de la escarapela nacional aprobada por la Junta; se ignora si la bandera original estaba formada por tres franjas o por dos, y la disposición de los colores
1926-02-27|Nace la escritora porteña Marta Mercader
1931-02-27|Nace la política Graciela Fernández Meijide, una de las principales impulsoras del FREPASO
1972-02-27|En la primera fecha del Torneo Metropolitano Estudiantes de La Plata derrota por 2 a 0 a Arsenal, inaugurando el PRODE
1991-02-27|Fallece el escritor mendocino Abelardo Arias
1811-02-28|Con el llamado Grito de Asencio, los revolucionarios de la Banda Oriental encabezados por Pedro José Viera y Venancio Benavides inician el movimiento independentista
1917-02-28|Fallece el poeta bonaerense Pedro Bonifacio Palacios, llamado Almafuerte, maestro rural y cultor de poesía de tema arrabalero
1935-02-28|Fallece a temprana edad el pintor impresionista mendocino Fernando Fader, que dejaría varios de los cuadros más notables del estilo producidos en Argentina, entre ellos La mazamorra y La comida de los cerdos
1957-02-28|En el territorio de la Gobernación Argentina de La Tierra del Fuego, creada en 1884, se establece el Territorio Nacional de Tierra del Fuego, Antártida e islas del Atlántico Sur, hoy provincializado
1960-02-28|Fallece el político radical cordobés Amadeo Sabattini, gobernador de la Provincia y promotor de la reforma agraria
1977-02-28|Fallece en Tokio el historiador porteño José Luis Romero, especialista en historia antigua y autor de Las ideas políticas en Argentina
1994-02-28|Después de largos años sin estadio propio, San Lorenzo de Almagro inaugura el estadio Pedro Bidegain, apodado Nuevo Gasómetro
1944-02-29|El nombramiento de ministro de Guerra del contraalmirante Alberto Teisaire refuerza el ascendiente de la facción menos liberal del Grupo de Oficiales Unidos en el gobierno, que acabará llevando a Juan Domingo Perón a la Presidencia de la Nación.
1802-03-01|Bajo la dirección de Cosme Argerich, se inaugura en Buenos Aires la Escuela de Medicina
1820-03-01|Se separa de Tucumán la provincia de San Juan
1879-03-01|Aparece la segunda parte del Martín Fierro, conocida como "la vuelta", en la que Fierro se reintegra a la sociedad en busca de trabajo y da consejos a sus hijos
1890-03-01|Nace el pintor porteño Benito Quinquela Martín, que plasmaría el barrio de La Boca en telas impresionistas
1905-03-01|Aparece el primer número del periódico La Razón, dirigido por Emilio Morales
1914-03-01|Fallece, al estrellarse su avión en El Plumerillo, provincia de Mendoza, el ingeniero y aviador argentino Jorge Newbery, promotor de la aviación y el boxeo en el país
1926-03-01|El escritor y docente Ricardo Rojas es electo rector de la Universidad de Buenos Aires
1928-03-01|Se inicia el servicio postal por vía aérea entre Argentina y Europa
1948-03-01|La red ferroviaria argentina es traspasada al Estado
1561-03-02|El capitán español Pedro del Castillo funda la ciudad de Mendoza
1950-03-02|Muere el escritor y periodista rusoargentino Alberto Gerchunoff, que narraría la historia de las colonias de inmigrantes judíos en Los Gauchos Judíos
1963-03-02|Fallece el pintor americanista rosarino Leónidas Gambartes
1816-03-03|La heroína chuquisaqueña Juana Azurduy derrota, con 200 hombres, a las tropas realistas en el cerro de Potosí, por lo cual el Ejército Argentino le concedería el grado de teniente coronel
1857-03-03|Fallece el militar irlandoargentino Guillermo Brown, primer almirante de la Armada Argentina, que vencería a la flota realista en los combates de Martín García, Los Pozos, Juncal y otros
1910-03-03|Se inaugura la línea férrea entre Chile y Argentina, atravesando la cordillera de los Andes
1945-03-03|Los gobiernos de los países americanos aprueban en México el Acta de Chapultepec, creando la Liga de Naciones Americanas
1977-03-03|Se instala en la costa Danco, cabo Primavera, de la Antártida, la base Primavera
2008-03-03|Comienza a emitirse el programa televisivo Vidas Robadas, ficción basada libremente en el Caso Marita Verón
1811-03-04|Fallece a bordo de la fragata Fama el político y escritor porteño Mariano Moreno, secretario de la Primera Junta, director del primer periódico del Plata, la Gazeta de Buenos Ayres y fundador de la Biblioteca Nacional
1826-03-04|El Congreso acuerda que Buenos Aires sea la capital del país
1865-03-04|La Catedral de Buenos Aires es elevada al rango de Iglesia Metropolitana
1875-03-04|Nace el escritor, diplomático y jurista porteño Enrique Rodríguez Larreta
1901-03-04|Nace la pintora y grabadora porteña Norah Borges, hermana de el escritor Jorge Luis; ilustraría obras de éste y la revista Proa, además de producir numerosos óleos
1928-03-04|Se inaugura el Estadio Libertadores de América, del Club Atlético Independiente, el primero construido en cemento en Argentina
1948-03-04|Se firma en Santiago de Chile la declaración conjunta de Argentina y Chile sobre la Antártida Sudamericana
1845-03-05|Fallece el militar y político porteño Martín Rodríguez, jefe del escuadrón de Patricios durante las Invasiones Inglesas, gobernador de Buenos Aires y padrino político de Bernardino Rivadavia
1854-03-05|Justo José de Urquiza es electo primer presidente de la Confederación Argentina
1860-03-05|Santiago Derqui asume la presidencia de la Confederación Argentina, al terminar el mandato de Urquiza
1945-03-05|Nace el director teatral porteño Santiago Doria
1983-03-05|Fallece el letrista de tango Francisco García Jiménez
1988-03-05|Fallece en circunstancias misteriosas el actor cómico Alberto Olmedo
1839-03-06|Nace el escritor y periodista lusoargentino Olegario V. Andrade
1863-03-06|Nace el político, jurista y escritor riojano Joaquín V. González, autor de numerosas obras acerca del estado argentino
1894-03-06|El Presidente Julio Argentino Roca decreta la libertad del dirigente opositor Leandro N. Alem
1956-03-06|Ante la epidemia de poliomielitis, las autoridades federales informan del riesgo que afecta a todo el país
1967-03-06|Nace el bailarín porteño Julio Bocca
1890-03-07|Nace el médico legista y psiquiatra santiagueño Nerio Rojas, que fundaría la Sociedad de Medicina Legal y los Archivos de Medicina Legal; escribió una Psicología de Sarmiento, juzgándolo genial, pero alienado. En su honor, a partir de 2004 la fecha se celebra el día del médico legista
1895-03-07|Nace el compositor y director de orquesta bonaerense Juan José Castro, autor de las óperas Proserpina y el extranjero y Bodas de sangre
1906-03-07|Nace el neurocirujano y sanitarista santiagueño Ramón Carrillo, primer ministro de Salud Pública de la Nación durante el gobierno de Juan Domingo Perón; crearía una infraestructura de salud en todo el país que permitiría erradicar el paludismo antes de exiliarse a causa de la Revolución Libertadora
1920-03-07|Aún bajo la prohibición del sufragio femenino, Julieta Lanteri se presenta candidata a diputada por el Partido Feminista Nacional
1958-03-07|Se funda en Buenos Aires la Pontificia Universidad Católica Argentina
1964-03-07|Se funda la Universidad Católica de La Plata
2010-03-07|La película El secreto de sus ojos recibe el premio Óscar a la mejor película de habla no inglesa
1867-03-08|Nace el político y dramaturgo porteño Gregorio de Laferrère
1883-03-08|Nace el músico santiagueño Manuel Gómez Carrillo, recopilador de obra folklórica y autor de obras de música académica
1916-03-08|Nace la atleta Jeanette Campbell, primera mujer argentina en obtener una medalla olímpica al obtener la plata en las Olimpíadas de Berlín en los 100 metros estilo libre
1920-03-08|Fallece el poeta mendocino Rafael Obligado, autor del Santos Vega
1954-03-08|Fallece el historiador y jurista porteño Emilio Ravignani, autor de obras sobre la historia del derecho y la política en Argentina
1954-03-08|Se inaugura la primera edición del Festival Cinematográfico de Mar del Plata
1999-03-08|Fallece el escritor porteño Adolfo Bioy Casares, autor de varias novelas, algunas llevadas al cine, y numerosos cuentos; escribió conjuntamente con Jorge Luis Borges las historias de Isidro Parodi
